GalaxyID,Morphology
331227,Elliptical
331228,Elliptical
331242,Elliptical
331254,Elliptical
331295,Elliptical
331310,Elliptical
331323,Elliptical
331330,Spiral
331339,Spiral
331358,Elliptical
331389,Elliptical
331398,Spiral
331401,Elliptical
331403,Elliptical
331407,Elliptical
331415,Irregular
331421,Elliptical
331438,Spiral
331441,Elliptical
331455,Elliptical
331457,Irregular
331464,Elliptical
331495,Spiral
331498,Elliptical
331509,Elliptical
331547,Spiral
331553,Spiral
331567,Elliptical
331610,Elliptical
331611,Elliptical
331622,Spiral
331651,Spiral
331668,Irregular
331670,Spiral
331671,Elliptical
331675,Spiral
331693,Spiral
331705,Elliptical
331731,Elliptical
331754,Spiral
331794,Elliptical
331826,Elliptical
331834,Spiral
331862,Elliptical
331864,Spiral
331881,Elliptical
331882,Spiral
331920,Spiral
331929,Spiral
331960,Elliptical
331970,Elliptical
331974,Elliptical
331996,Spiral
332001,Elliptical
332008,Irregular
332030,Elliptical
332053,Elliptical
332084,Elliptical
332100,Elliptical
332102,Elliptical
332122,Irregular
332126,Elliptical
332129,Elliptical
332150,Elliptical
332263,Elliptical
332289,Elliptical
332292,Spiral
332294,Spiral
332328,Elliptical
332331,Elliptical
332334,Spiral
332351,Elliptical
332353,Spiral
332361,Spiral
332369,Spiral
332394,Elliptical
332425,Spiral
332426,Spiral
332431,Elliptical
332440,Spiral
332441,Spiral
332443,Spiral
332451,Spiral
332458,Elliptical
332465,Irregular
332473,Elliptical
332478,Spiral
332514,Spiral
332547,Elliptical
332558,Elliptical
332577,Spiral
332600,Spiral
332601,Elliptical
332615,Elliptical
332619,Spiral
332624,Elliptical
332677,Elliptical
332693,Spiral
332699,Elliptical
332725,Spiral
332733,Spiral
332746,Spiral
332748,Elliptical
332750,Elliptical
332754,Elliptical
332781,Spiral
332795,Elliptical
332798,Elliptical
332805,Elliptical
332813,Spiral
332826,Spiral
332845,Elliptical
332866,Elliptical
332879,Irregular
332883,Elliptical
332931,Elliptical
332940,Elliptical
332945,Spiral
333015,Elliptical
333017,Elliptical
333027,Spiral
333030,Elliptical
333049,Elliptical
333050,Spiral
333060,Spiral
333063,Spiral
333071,Spiral
333085,Elliptical
333088,Spiral
333120,Elliptical
333139,Elliptical
333147,Elliptical
333156,Elliptical
333184,Elliptical
333191,Spiral
333230,Elliptical
333234,Elliptical
333238,Spiral
333245,Spiral
333261,Elliptical
333271,Elliptical
333289,Spiral
333310,Spiral
333342,Spiral
333386,Spiral
333412,Spiral
333424,Irregular
333434,Spiral
333439,Elliptical
333449,Elliptical
333489,Elliptical
333496,Spiral
333500,Spiral
333501,Elliptical
333505,Elliptical
333531,Spiral
333533,Spiral
333539,Spiral
333548,Spiral
333624,Elliptical
333639,Spiral
333666,Spiral
333669,Spiral
333676,Elliptical
333701,Spiral
333715,Elliptical
333719,Spiral
333732,Spiral
333742,Elliptical
333746,Elliptical
333762,Elliptical
333768,Spiral
333787,Spiral
333791,Spiral
333837,Elliptical
333864,Spiral
333869,Elliptical
333877,Elliptical
333890,Spiral
333891,Elliptical
333917,Spiral
333924,Spiral
333925,Elliptical
333955,Elliptical
334020,Elliptical
334050,Elliptical
334073,Irregular
334084,Elliptical
334085,Irregular
334086,Elliptical
334092,Elliptical
334097,Spiral
334106,Elliptical
334107,Elliptical
334140,Elliptical
334157,Spiral
334185,Elliptical
334200,Elliptical
334214,Spiral
334242,Elliptical
334266,Elliptical
334271,Elliptical
334273,Elliptical
334300,Elliptical
334305,Spiral
334313,Spiral
334318,Spiral
334344,Elliptical
334362,Spiral
334376,Elliptical
334394,Spiral
334412,Elliptical
334418,Elliptical
334431,Elliptical
334439,Spiral
334454,Elliptical
334498,Elliptical
334502,Elliptical
334506,Elliptical
334516,Spiral
334531,Spiral
334550,Elliptical
334561,Spiral
334594,Spiral
334608,Spiral
334622,Spiral
334677,Spiral
334705,Elliptical
334721,Spiral
334751,Elliptical
334773,Elliptical
334832,Elliptical
334836,Elliptical
334837,Elliptical
334845,Spiral
334872,Spiral
334908,Spiral
334945,Elliptical
334947,Elliptical
334972,Spiral
334992,Irregular
335020,Spiral
335029,Irregular
335040,Elliptical
335061,Elliptical
335064,Elliptical
335086,Elliptical
335089,Irregular
335105,Spiral
335128,Spiral
335138,Elliptical
335161,Elliptical
335165,Elliptical
335179,Elliptical
335194,Spiral
335197,Elliptical
335205,Elliptical
335222,Spiral
335232,Spiral
335260,Spiral
335263,Elliptical
335267,Elliptical
335275,Elliptical
335282,Spiral
335293,Spiral
335296,Elliptical
335299,Elliptical
335315,Spiral
335354,Elliptical
335380,Elliptical
335395,Elliptical
335400,Elliptical
335410,Spiral
335412,Spiral
335422,Spiral
335443,Spiral
335462,Irregular
335509,Elliptical
335517,Spiral
335519,Elliptical
335524,Elliptical
335528,Elliptical
335529,Spiral
335537,Elliptical
335546,Elliptical
335575,Spiral
335580,Spiral
335582,Elliptical
335594,Elliptical
335605,Spiral
335608,Elliptical
335730,Elliptical
335737,Spiral
335753,Elliptical
335757,Spiral
335775,Spiral
335784,Spiral
335797,Spiral
335813,Elliptical
335819,Elliptical
335887,Spiral
335894,Spiral
335905,Elliptical
335909,Spiral
335912,Elliptical
335940,Elliptical
335988,Elliptical
335990,Spiral
336006,Spiral
336012,Spiral
336029,Elliptical
336033,Elliptical
336060,Spiral
336081,Spiral
336097,Elliptical
336109,Spiral
336132,Elliptical
336133,Spiral
336146,Elliptical
336158,Elliptical
336167,Elliptical
336177,Elliptical
336195,Elliptical
336233,Elliptical
336242,Elliptical
336245,Spiral
336247,Elliptical
336248,Spiral
336269,Spiral
336293,Elliptical
336303,Elliptical
336311,Spiral
336324,Spiral
336330,Elliptical
336406,Elliptical
336425,Elliptical
336433,Spiral
336436,Elliptical
336438,Elliptical
336491,Elliptical
336514,Elliptical
336523,Spiral
336551,Elliptical
336560,Elliptical
336567,Spiral
336572,Spiral
336580,Elliptical
336610,Elliptical
336625,Elliptical
336633,Spiral
336634,Irregular
336635,Elliptical
336640,Elliptical
336658,Spiral
336675,Elliptical
336679,Spiral
336682,Elliptical
336686,Elliptical
336703,Elliptical
336716,Spiral
336732,Elliptical
336763,Elliptical
336790,Spiral
336803,Elliptical
336821,Spiral
336823,Spiral
336829,Spiral
336877,Spiral
336897,Elliptical
336903,Spiral
336905,Elliptical
336910,Spiral
336911,Spiral
336920,Irregular
336933,Elliptical
336934,Elliptical
336937,Spiral
336983,Spiral
337012,Spiral
337050,Irregular
337071,Irregular
337082,Spiral
337091,Spiral
337092,Spiral
337110,Spiral
337115,Elliptical
337139,Elliptical
337155,Spiral
337161,Elliptical
337166,Elliptical
337171,Elliptical
337176,Irregular
337251,Spiral
337261,Elliptical
337267,Irregular
337272,Elliptical
337279,Spiral
337301,Elliptical
337303,Spiral
337311,Elliptical
337315,Elliptical
337325,Elliptical
337339,Elliptical
337342,Elliptical
337361,Spiral
337385,Elliptical
337418,Elliptical
337432,Spiral
337452,Elliptical
337466,Elliptical
337504,Spiral
337524,Spiral
337531,Spiral
337538,Elliptical
337540,Elliptical
337564,Elliptical
337567,Elliptical
337571,Elliptical
337573,Elliptical
337577,Elliptical
337589,Spiral
337590,Elliptical
337596,Elliptical
337603,Elliptical
337612,Elliptical
337651,Elliptical
337667,Elliptical
337679,Elliptical
337686,Elliptical
337693,Elliptical
337699,Irregular
337715,Spiral
337736,Spiral
337744,Spiral
337750,Elliptical
337751,Spiral
337752,Elliptical
337770,Elliptical
337774,Elliptical
337806,Spiral
337817,Spiral
337838,Spiral
337846,Spiral
337871,Spiral
337884,Elliptical
337902,Elliptical
337923,Elliptical
337926,Elliptical
337986,Spiral
338007,Elliptical
338045,Elliptical
338046,Elliptical
338048,Elliptical
338053,Spiral
338071,Elliptical
338073,Elliptical
338076,Spiral
338080,Spiral
338084,Elliptical
338089,Spiral
338114,Spiral
338131,Elliptical
338132,Spiral
338144,Elliptical
338150,Elliptical
338153,Elliptical
338162,Elliptical
338189,Elliptical
338196,Elliptical
338204,Spiral
338208,Spiral
338209,Spiral
338220,Elliptical
338221,Spiral
338224,Elliptical
338225,Elliptical
338228,Spiral
338230,Irregular
338277,Elliptical
338302,Elliptical
338310,Elliptical
338321,Elliptical
338322,Irregular
338329,Elliptical
338342,Spiral
338356,Elliptical
338399,Elliptical
338401,Elliptical
338410,Spiral
338419,Elliptical
338454,Elliptical
338459,Elliptical
338489,Elliptical
338518,Elliptical
338533,Elliptical
338542,Spiral
338547,Elliptical
338551,Elliptical
338552,Elliptical
338554,Elliptical
338574,Spiral
338580,Spiral
338584,Elliptical
338585,Spiral
338590,Spiral
338604,Elliptical
338624,Elliptical
338647,Spiral
338648,Spiral
338652,Elliptical
338682,Spiral
338686,Spiral
338689,Spiral
338701,Elliptical
338706,Spiral
338707,Irregular
338715,Spiral
338717,Irregular
338724,Spiral
338728,Elliptical
338731,Elliptical
338733,Spiral
338805,Spiral
338806,Elliptical
338807,Spiral
338845,Spiral
338877,Spiral
338878,Spiral
338879,Elliptical
338891,Spiral
338902,Spiral
338915,Spiral
338923,Elliptical
338940,Elliptical
338958,Spiral
338959,Spiral
338965,Spiral
338969,Elliptical
338981,Spiral
338992,Spiral
338997,Spiral
339026,Elliptical
339060,Elliptical
339070,Elliptical
339079,Elliptical
339097,Elliptical
339101,Elliptical
339132,Elliptical
339136,Elliptical
339146,Elliptical
339152,Elliptical
339164,Irregular
339252,Spiral
339262,Elliptical
339268,Spiral
339272,Spiral
339274,Elliptical
339305,Spiral
339311,Elliptical
339317,Elliptical
339325,Elliptical
339372,Elliptical
339399,Elliptical
339405,Spiral
339412,Elliptical
339476,Spiral
339495,Elliptical
339503,Spiral
339507,Elliptical
339516,Elliptical
339522,Spiral
339535,Spiral
339551,Spiral
339564,Elliptical
339577,Elliptical
339578,Spiral
339586,Elliptical
339587,Spiral
339591,Spiral
339602,Irregular
339623,Irregular
339645,Elliptical
339662,Elliptical
339668,Elliptical
339673,Elliptical
339680,Spiral
339682,Elliptical
339686,Elliptical
339690,Spiral
339695,Elliptical
339698,Spiral
339710,Elliptical
339736,Spiral
339772,Elliptical
339792,Spiral
339793,Spiral
339797,Spiral
339799,Elliptical
339824,Elliptical
339844,Spiral
339846,Spiral
339869,Spiral
339871,Spiral
339873,Elliptical
339874,Elliptical
339901,Elliptical
339943,Elliptical
339965,Irregular
339974,Spiral
340009,Spiral
340011,Spiral
340031,Spiral
340047,Elliptical
340052,Elliptical
340091,Spiral
340100,Spiral
340108,Elliptical
340132,Elliptical
340133,Elliptical
340144,Elliptical
340145,Spiral
340152,Spiral
340156,Spiral
340159,Spiral
340169,Elliptical
340179,Elliptical
340189,Elliptical
340228,Elliptical
340231,Spiral
340254,Elliptical
340304,Elliptical
340305,Elliptical
340321,Elliptical
340338,Spiral
340367,Spiral
340376,Spiral
340385,Spiral
340397,Elliptical
340440,Elliptical
340453,Elliptical
340480,Irregular
340485,Spiral
340495,Spiral
340504,Elliptical
340534,Spiral
340548,Elliptical
340560,Elliptical
340569,Elliptical
340580,Elliptical
340585,Elliptical
340593,Elliptical
340594,Elliptical
340628,Elliptical
340674,Elliptical
340692,Elliptical
340721,Spiral
340724,Spiral
340741,Elliptical
340745,Elliptical
340752,Spiral
340802,Elliptical
340808,Elliptical
340823,Elliptical
340825,Spiral
340844,Elliptical
340858,Spiral
340886,Spiral
340887,Elliptical
340904,Spiral
340906,Elliptical
340917,Spiral
340927,Spiral
340940,Spiral
340984,Elliptical
340999,Spiral
341005,Irregular
341007,Elliptical
341035,Spiral
341054,Spiral
341073,Elliptical
341094,Spiral
341125,Spiral
341138,Elliptical
341155,Elliptical
341164,Irregular
341179,Elliptical
341187,Spiral
341232,Elliptical
341234,Spiral
341238,Spiral
341250,Elliptical
341253,Spiral
341296,Elliptical
341315,Irregular
341356,Irregular
341370,Elliptical
341373,Spiral
341376,Spiral
341379,Spiral
341386,Spiral
341397,Spiral
341419,Spiral
341426,Spiral
341441,Spiral
341456,Elliptical
341480,Elliptical
341584,Spiral
341594,Spiral
341598,Spiral
341601,Elliptical
341615,Elliptical
341649,Elliptical
341658,Elliptical
341664,Spiral
341671,Elliptical
341677,Irregular
341685,Elliptical
341699,Elliptical
341743,Elliptical
341747,Irregular
341749,Elliptical
341751,Elliptical
341756,Spiral
341759,Elliptical
341763,Elliptical
341766,Elliptical
341769,Elliptical
341781,Spiral
341795,Spiral
341844,Irregular
341848,Spiral
341859,Elliptical
341864,Irregular
341871,Elliptical
341884,Spiral
341905,Spiral
341911,Elliptical
341914,Elliptical
341922,Spiral
341924,Elliptical
341949,Spiral
341964,Spiral
341967,Spiral
341974,Elliptical
342028,Spiral
342035,Elliptical
342049,Elliptical
342074,Elliptical
342078,Spiral
342110,Elliptical
342113,Elliptical
342129,Elliptical
342152,Spiral
342178,Elliptical
342215,Spiral
342228,Spiral
342231,Elliptical
342237,Elliptical
342243,Elliptical
342252,Spiral
342296,Spiral
342308,Elliptical
342310,Elliptical
342322,Spiral
342329,Elliptical
342335,Spiral
342349,Spiral
342366,Elliptical
342371,Elliptical
342401,Elliptical
342406,Spiral
342482,Elliptical
342493,Spiral
342501,Spiral
342504,Elliptical
342532,Elliptical
342553,Elliptical
342558,Elliptical
342610,Irregular
342617,Spiral
342624,Spiral
342629,Spiral
342634,Spiral
342649,Spiral
342681,Elliptical
342695,Spiral
342737,Elliptical
342750,Spiral
342761,Spiral
342768,Irregular
342770,Spiral
342772,Spiral
342801,Elliptical
342804,Elliptical
342811,Elliptical
342812,Spiral
342820,Elliptical
342836,Elliptical
342842,Elliptical
342876,Spiral
342878,Spiral
342884,Elliptical
342901,Spiral
342924,Elliptical
342938,Elliptical
342952,Elliptical
342956,Spiral
342974,Spiral
342976,Irregular
342977,Elliptical
342980,Spiral
342993,Irregular
342995,Spiral
343012,Elliptical
343027,Elliptical
343043,Elliptical
343044,Elliptical
343075,Elliptical
343129,Elliptical
343130,Irregular
343146,Elliptical
343169,Elliptical
343182,Elliptical
343197,Elliptical
343202,Spiral
343233,Elliptical
343243,Spiral
343253,Spiral
343261,Elliptical
343264,Spiral
343278,Spiral
343287,Elliptical
343312,Elliptical
343322,Elliptical
343333,Spiral
343342,Elliptical
343363,Elliptical
343433,Spiral
343436,Elliptical
343442,Spiral
343444,Spiral
343475,Spiral
343486,Spiral
343489,Irregular
343490,Spiral
343509,Spiral
343537,Elliptical
343556,Elliptical
343557,Spiral
343574,Elliptical
343598,Spiral
343621,Spiral
343647,Irregular
343694,Spiral
343695,Elliptical
343708,Elliptical
343732,Elliptical
343737,Elliptical
343789,Spiral
343804,Spiral
343813,Spiral
343866,Elliptical
343867,Elliptical
343869,Elliptical
343873,Elliptical
343883,Spiral
343904,Elliptical
343908,Elliptical
343929,Elliptical
343935,Elliptical
343949,Spiral
343965,Elliptical
343968,Elliptical
343973,Spiral
343983,Elliptical
343989,Spiral
344000,Spiral
344009,Elliptical
344010,Spiral
344013,Irregular
344023,Spiral
344060,Elliptical
344071,Spiral
344096,Spiral
344106,Elliptical
344112,Elliptical
344120,Spiral
344133,Elliptical
344155,Spiral
344184,Elliptical
344186,Elliptical
344204,Spiral
344209,Spiral
344233,Spiral
344239,Spiral
344241,Elliptical
344291,Elliptical
344292,Spiral
344329,Irregular
344368,Spiral
344376,Elliptical
344381,Elliptical
344385,Elliptical
344389,Elliptical
344408,Elliptical
344416,Spiral
344422,Spiral
344429,Elliptical
344458,Spiral
344469,Spiral
344470,Spiral
344477,Elliptical
344478,Elliptical
344485,Elliptical
344523,Elliptical
344554,Elliptical
344564,Elliptical
344572,Elliptical
344573,Elliptical
344576,Elliptical
344577,Spiral
344604,Elliptical
344617,Spiral
344631,Spiral
344638,Elliptical
344651,Spiral
344669,Spiral
344680,Elliptical
344689,Spiral
344708,Spiral
344714,Elliptical
344718,Elliptical
344722,Spiral
344728,Irregular
344735,Elliptical
344737,Elliptical
344748,Elliptical
344777,Elliptical
344781,Elliptical
344782,Elliptical
344783,Spiral
344802,Elliptical
344806,Elliptical
344807,Spiral
344821,Elliptical
344822,Elliptical
344825,Spiral
344832,Elliptical
344846,Elliptical
344874,Spiral
344883,Spiral
344918,Elliptical
344920,Spiral
344925,Elliptical
344941,Irregular
344956,Elliptical
344962,Spiral
344977,Elliptical
344984,Elliptical
345014,Elliptical
345022,Elliptical
345035,Spiral
345045,Elliptical
345051,Elliptical
345068,Irregular
345072,Spiral
345078,Elliptical
345080,Elliptical
345114,Spiral
345119,Spiral
345121,Elliptical
345171,Elliptical
345189,Elliptical
345199,Elliptical
345205,Spiral
345209,Elliptical
345251,Spiral
345257,Elliptical
345268,Spiral
345276,Elliptical
345282,Spiral
345287,Spiral
345296,Spiral
345325,Spiral
345327,Irregular
345347,Elliptical
345358,Spiral
345367,Spiral
345373,Spiral
345440,Irregular
345455,Spiral
345460,Elliptical
345473,Elliptical
345475,Spiral
345479,Spiral
345494,Spiral
345498,Elliptical
345501,Spiral
345505,Elliptical
345511,Irregular
345537,Spiral
345614,Spiral
345641,Spiral
345643,Spiral
345654,Elliptical
345655,Spiral
345663,Spiral
345682,Elliptical
345700,Elliptical
345706,Spiral
345722,Elliptical
345726,Spiral
345730,Elliptical
345735,Elliptical
345737,Elliptical
345751,Elliptical
345775,Elliptical
345781,Elliptical
345797,Elliptical
345824,Spiral
345869,Elliptical
345878,Elliptical
345900,Elliptical
345902,Elliptical
345914,Spiral
345920,Elliptical
345928,Elliptical
345931,Spiral
345941,Elliptical
345943,Elliptical
345946,Elliptical
345959,Spiral
345981,Elliptical
345982,Spiral
345992,Elliptical
345994,Spiral
345998,Elliptical
346007,Spiral
346016,Spiral
346017,Irregular
346023,Irregular
346040,Spiral
346046,Spiral
346053,Spiral
346065,Elliptical
346076,Spiral
346084,Spiral
346113,Spiral
346118,Elliptical
346129,Elliptical
346138,Spiral
346144,Spiral
346150,Spiral
346168,Elliptical
346199,Elliptical
346206,Spiral
346219,Spiral
346266,Elliptical
346286,Irregular
346307,Elliptical
346340,Elliptical
346351,Elliptical
346360,Elliptical
346367,Elliptical
346380,Elliptical
346391,Spiral
346428,Elliptical
346442,Spiral
346448,Elliptical
346454,Spiral
346456,Spiral
346536,Elliptical
346545,Elliptical
346571,Elliptical
346575,Elliptical
346577,Spiral
346586,Spiral
346589,Spiral
346607,Elliptical
346617,Spiral
346618,Elliptical
346643,Spiral
346653,Spiral
346706,Elliptical
346718,Spiral
346720,Elliptical
346744,Elliptical
346762,Elliptical
346763,Elliptical
346764,Elliptical
346775,Spiral
346787,Elliptical
346826,Spiral
346840,Irregular
346851,Spiral
346874,Spiral
346876,Elliptical
346883,Elliptical
346892,Elliptical
346918,Elliptical
346927,Elliptical
346959,Spiral
346960,Elliptical
346965,Irregular
346979,Spiral
346980,Elliptical
346986,Elliptical
347002,Spiral
347006,Spiral
347033,Spiral
347044,Spiral
347060,Spiral
347064,Elliptical
347076,Spiral
347088,Spiral
347118,Elliptical
347135,Elliptical
347139,Elliptical
347151,Spiral
347181,Spiral
347185,Spiral
347210,Elliptical
347215,Elliptical
347224,Elliptical
347226,Elliptical
347231,Elliptical
347232,Elliptical
347236,Elliptical
347240,Elliptical
347246,Spiral
347278,Elliptical
347282,Spiral
347346,Spiral
347350,Elliptical
347352,Spiral
347360,Spiral
347373,Spiral
347390,Elliptical
347402,Spiral
347405,Elliptical
347427,Spiral
347457,Elliptical
347465,Spiral
347483,Elliptical
347491,Elliptical
347523,Elliptical
347526,Elliptical
347573,Elliptical
347597,Spiral
347638,Elliptical
347639,Elliptical
347643,Spiral
347658,Spiral
347715,Spiral
347728,Irregular
347770,Elliptical
347798,Elliptical
347800,Spiral
347811,Irregular
347815,Elliptical
347816,Elliptical
347861,Elliptical
347871,Elliptical
347879,Elliptical
347889,Elliptical
347906,Elliptical
347916,Irregular
347947,Elliptical
347957,Spiral
347960,Spiral
347964,Elliptical
348008,Spiral
348009,Spiral
348010,Spiral
348014,Spiral
348026,Elliptical
348034,Elliptical
348080,Elliptical
348095,Elliptical
348119,Spiral
348123,Elliptical
348127,Elliptical
348140,Elliptical
348164,Elliptical
348194,Elliptical
348215,Elliptical
348216,Spiral
348227,Elliptical
348237,Elliptical
348247,Elliptical
348255,Spiral
348277,Elliptical
348303,Elliptical
348319,Spiral
348330,Elliptical
348338,Elliptical
348341,Spiral
348348,Spiral
348350,Spiral
348360,Elliptical
348361,Elliptical
348402,Irregular
348407,Elliptical
348455,Spiral
348470,Spiral
348494,Elliptical
348514,Spiral
348543,Spiral
348551,Elliptical
348573,Elliptical
348583,Spiral
348586,Irregular
348604,Elliptical
348610,Elliptical
348633,Spiral
348644,Spiral
348674,Elliptical
348683,Spiral
348684,Elliptical
348714,Spiral
348717,Elliptical
348739,Elliptical
348765,Spiral
348777,Elliptical
348784,Elliptical
348789,Elliptical
348831,Elliptical
348855,Spiral
348868,Irregular
348894,Spiral
348950,Elliptical
348957,Spiral
348962,Elliptical
348969,Elliptical
348980,Elliptical
348982,Spiral
349001,Elliptical
349066,Elliptical
349090,Elliptical
349103,Elliptical
349116,Elliptical
349129,Elliptical
349155,Elliptical
349163,Spiral
349165,Elliptical
349171,Spiral
349198,Spiral
349204,Spiral
349215,Spiral
349216,Elliptical
349231,Irregular
349253,Elliptical
349278,Elliptical
349285,Spiral
349288,Spiral
349304,Elliptical
349312,Elliptical
349326,Elliptical
349339,Elliptical
349347,Spiral
349354,Elliptical
349389,Spiral
349393,Elliptical
349394,Elliptical
349403,Spiral
349423,Spiral
349428,Elliptical
349429,Spiral
349430,Elliptical
349450,Spiral
349456,Elliptical
349458,Elliptical
349463,Elliptical
349472,Elliptical
349475,Elliptical
349494,Spiral
349495,Elliptical
349528,Spiral
349532,Elliptical
349557,Elliptical
349592,Spiral
349628,Spiral
349639,Spiral
349644,Elliptical
349656,Spiral
349668,Spiral
349696,Elliptical
349711,Spiral
349726,Spiral
349729,Spiral
349749,Elliptical
349755,Elliptical
349756,Spiral
349757,Spiral
349766,Irregular
349803,Spiral
349811,Spiral
349815,Elliptical
349818,Elliptical
349851,Spiral
349854,Elliptical
349858,Elliptical
349866,Elliptical
349867,Spiral
349873,Spiral
349875,Elliptical
349884,Elliptical
349885,Spiral
349886,Elliptical
349895,Irregular
349898,Elliptical
349918,Spiral
349935,Elliptical
349966,Spiral
349987,Elliptical
349998,Irregular
350003,Spiral
350014,Spiral
350028,Spiral
350036,Elliptical
350045,Elliptical
350057,Elliptical
350071,Elliptical
350073,Elliptical
350087,Spiral
350088,Elliptical
350089,Elliptical
350092,Elliptical
350098,Spiral
350133,Elliptical
350139,Spiral
350161,Elliptical
350164,Spiral
350165,Elliptical
350167,Spiral
350172,Spiral
350175,Elliptical
350187,Spiral
350189,Elliptical
350242,Elliptical
350251,Elliptical
350270,Elliptical
350309,Spiral
350311,Elliptical
350316,Spiral
350326,Elliptical
350349,Elliptical
350360,Spiral
350365,Spiral
350378,Elliptical
350384,Elliptical
350385,Spiral
350391,Elliptical
350405,Spiral
350424,Spiral
350441,Spiral
350454,Elliptical
350455,Elliptical
350474,Spiral
350475,Elliptical
350476,Elliptical
350481,Spiral
350483,Elliptical
350491,Elliptical
350544,Elliptical
350557,Elliptical
350585,Elliptical
350597,Spiral
350609,Spiral
350656,Spiral
350662,Spiral
350673,Spiral
350676,Spiral
350692,Spiral
350715,Elliptical
350732,Spiral
350742,Spiral
350751,Elliptical
350769,Elliptical
350770,Elliptical
350772,Spiral
350779,Elliptical
350797,Elliptical
350798,Elliptical
350807,Elliptical
350809,Elliptical
350819,Elliptical
350833,Elliptical
350846,Elliptical
350857,Spiral
350870,Elliptical
350877,Elliptical
350878,Elliptical
350882,Elliptical
350908,Spiral
350935,Elliptical
350942,Elliptical
350968,Spiral
350993,Spiral
350994,Spiral
351011,Spiral
351015,Spiral
351033,Irregular
351047,Elliptical
351049,Spiral
351051,Elliptical
351057,Spiral
351066,Spiral
351069,Elliptical
351081,Elliptical
351085,Irregular
351099,Elliptical
351107,Elliptical
351131,Elliptical
351142,Spiral
351143,Elliptical
351152,Elliptical
351159,Spiral
351172,Elliptical
351194,Spiral
351203,Spiral
351223,Spiral
351235,Elliptical
351236,Spiral
351255,Elliptical
351271,Spiral
351279,Elliptical
351287,Spiral
351357,Elliptical
351364,Spiral
351368,Elliptical
351378,Spiral
351385,Elliptical
351386,Elliptical
351393,Elliptical
351404,Irregular
351421,Elliptical
351422,Spiral
351435,Spiral
351438,Spiral
351443,Elliptical
351452,Irregular
351453,Elliptical
351486,Spiral
351494,Elliptical
351528,Irregular
351534,Elliptical
351569,Elliptical
351574,Elliptical
351589,Spiral
351596,Elliptical
351603,Elliptical
351648,Spiral
351666,Elliptical
351671,Spiral
351676,Elliptical
351693,Elliptical
351721,Elliptical
351722,Spiral
351726,Elliptical
351732,Spiral
351735,Elliptical
351769,Spiral
351773,Elliptical
351782,Spiral
351833,Elliptical
351852,Spiral
351877,Elliptical
351880,Spiral
351889,Elliptical
351892,Spiral
351918,Elliptical
351948,Elliptical
351978,Elliptical
351984,Spiral
351986,Elliptical
351987,Elliptical
351993,Spiral
351999,Elliptical
352042,Elliptical
352049,Spiral
352061,Spiral
352067,Elliptical
352071,Elliptical
352091,Elliptical
352093,Elliptical
352099,Elliptical
352130,Elliptical
352138,Elliptical
352159,Spiral
352166,Elliptical
352177,Spiral
352187,Spiral
352188,Elliptical
352219,Spiral
352230,Elliptical
352246,Elliptical
352263,Elliptical
352264,Elliptical
352266,Spiral
352276,Spiral
352350,Elliptical
352351,Spiral
352370,Elliptical
352380,Spiral
352384,Spiral
352385,Elliptical
352391,Spiral
352411,Elliptical
352426,Spiral
352453,Elliptical
352454,Elliptical
352461,Elliptical
352469,Elliptical
352506,Elliptical
352534,Elliptical
352540,Elliptical
352570,Spiral
352592,Spiral
352606,Elliptical
352611,Spiral
352616,Elliptical
352638,Spiral
352654,Spiral
352660,Spiral
352672,Elliptical
352692,Elliptical
352695,Elliptical
352723,Elliptical
352753,Elliptical
352768,Elliptical
352789,Elliptical
352796,Elliptical
352807,Elliptical
352848,Spiral
352850,Spiral
352861,Elliptical
352863,Spiral
352866,Elliptical
352872,Elliptical
352882,Elliptical
352885,Irregular
352896,Elliptical
352913,Elliptical
352949,Spiral
353031,Elliptical
353036,Spiral
353064,Spiral
353082,Spiral
353083,Elliptical
353093,Spiral
353119,Spiral
353129,Elliptical
353136,Elliptical
353137,Spiral
353149,Elliptical
353156,Spiral
353190,Spiral
353214,Spiral
353286,Spiral
353294,Elliptical
353298,Spiral
353325,Elliptical
353333,Spiral
353340,Elliptical
353345,Elliptical
353348,Elliptical
353361,Elliptical
353364,Elliptical
353392,Elliptical
353448,Spiral
353456,Spiral
353476,Spiral
353485,Elliptical
353495,Elliptical
353496,Elliptical
353532,Elliptical
353533,Elliptical
353565,Elliptical
353571,Elliptical
353583,Spiral
353584,Spiral
353594,Elliptical
353616,Elliptical
353642,Spiral
353651,Elliptical
353689,Elliptical
353698,Spiral
353702,Elliptical
353709,Elliptical
353714,Irregular
353769,Elliptical
353775,Spiral
353779,Elliptical
353780,Irregular
353793,Elliptical
353846,Elliptical
353868,Spiral
353875,Spiral
353877,Elliptical
353878,Spiral
353879,Elliptical
353894,Elliptical
353901,Spiral
353902,Spiral
353905,Spiral
353918,Elliptical
353919,Elliptical
353978,Elliptical
353986,Elliptical
354017,Irregular
354024,Elliptical
354040,Spiral
354093,Elliptical
354096,Spiral
354102,Spiral
354122,Elliptical
354127,Elliptical
354128,Elliptical
354136,Spiral
354159,Elliptical
354185,Elliptical
354212,Elliptical
354265,Elliptical
354280,Elliptical
354284,Elliptical
354285,Elliptical
354294,Elliptical
354316,Spiral
354333,Spiral
354334,Spiral
354347,Elliptical
354361,Elliptical
354365,Elliptical
354370,Spiral
354372,Elliptical
